date,canton,pop,atLeastOneDoseTotal,atLeastOneDosePer100,partiallyVaccTotal,partiallyVaccPer100,fullyVaccinatedTotal,fullyVaccinatedPer100,firstBoosterVaccinatedTotal,firstBoosterVaccinatedPer100
2021-10-08,NE,155178,121291,78.16,12191,7.86,109100,70.31,1,0
2021-10-08,NW,39193,27727,70.74,2255,5.75,25472,64.99,5,0.01
2021-10-08,OW,33828,22300,65.92,2735,8.09,19565,57.84,94,0.28
2021-10-08,SG,454531,302069,66.46,22073,4.86,279996,61.6,66,0.01
2021-10-08,SH,74316,53955,72.6,3496,4.7,50459,67.9,1,0
2021-10-08,SO,247249,181340,73.34,13463,5.45,167877,67.9,8,0
2021-10-08,SZ,144615,91455,63.24,6916,4.78,84539,58.46,14,0.01
2021-10-08,TG,250045,166398,66.55,14871,5.95,151527,60.6,13,0.01
2021-10-08,TI,317007,239315,75.49,16960,5.35,222355,70.14,3,0
2021-10-08,UR,32706,22682,69.35,1777,5.43,20905,63.92,2,0.01
2021-10-08,VD,717158,542204,75.6,36849,5.14,505355,70.47,42,0.01
2021-10-08,VS,312362,227248,72.75,19379,6.2,207869,66.55,66,0.02
2021-10-08,ZG,113860,83907,73.69,3719,3.27,80188,70.43,0,0
2021-10-08,ZH,1369335,1031731,75.35,60290,4.4,971441,70.94,165,0.01
2021-10-09,AG,615124,442398,71.92,27877,4.53,414521,67.39,29,0
2021-10-09,AI,14261,8651,60.66,572,4.01,8079,56.65,2,0.01
2021-10-09,AR,48435,31993,66.05,2400,4.96,29593,61.1,10,0.02
2021-10-09,BE,925166,681914,73.71,46458,5.02,635456,68.69,87,0.01
2021-10-09,BL,259146,194839,75.19,13245,5.11,181594,70.07,4,0
2021-10-09,BS,174132,134474,77.23,8161,4.69,126313,72.54,15,0.01
2021-10-09,CH,7678659,5626558,73.28,393736,5.13,5232822,68.15,684,0.01
2021-10-09,CHFL,7713153,5651321,73.27,395468,5.13,5255853,68.14,684,0.01
2021-10-09,FL,34494,24763,71.79,1732,5.02,23031,66.77,0,0
2021-10-09,FR,286302,213510,74.58,14002,4.89,199508,69.68,12,0
2021-10-09,GE,445161,332993,74.8,28547,6.41,304446,68.39,3,0
2021-10-09,GL,36367,24160,66.43,2201,6.05,21959,60.38,1,0
2021-10-09,GR,180259,132925,73.74,11060,6.14,121865,67.61,4,0
2021-10-09,JU,64986,45917,70.66,4754,7.32,41163,63.34,3,0
2021-10-09,LU,367937,265921,72.27,22621,6.15,243300,66.13,29,0.01
2021-10-09,NE,155178,121471,78.28,12155,7.83,109316,70.45,1,0
2021-10-09,NW,39193,27743,70.79,2251,5.74,25492,65.04,5,0.01
2021-10-09,OW,33828,22311,65.95,2734,8.08,19577,57.87,94,0.28
2021-10-09,SG,454531,302405,66.53,21493,4.73,280912,61.8,66,0.01
2021-10-09,SH,74316,53994,72.65,3498,4.71,50496,67.95,1,0
2021-10-09,SO,247249,181380,73.36,13371,5.41,168009,67.95,8,0
2021-10-09,SZ,144615,91483,63.26,6499,4.49,84984,58.77,14,0.01
2021-10-09,TG,250045,166572,66.62,14603,5.84,151969,60.78,13,0.01
2021-10-09,TI,317007,239737,75.63,16189,5.11,223548,70.52,3,0
2021-10-09,UR,32706,22682,69.35,1645,5.03,21037,64.32,3,0.01
2021-10-09,VD,717158,542717,75.68,36275,5.06,506442,70.62,42,0.01
2021-10-09,VS,312362,227521,72.84,19020,6.09,208501,66.75,66,0.02
2021-10-09,ZG,113860,83992,73.77,3528,3.1,80464,70.67,0,0
2021-10-09,ZH,1369335,1032855,75.43,58577,4.28,974278,71.15,169,0.01
2021-10-10,AG,615124,442409,71.92,27863,4.53,414546,67.39,29,0
2021-10-10,AI,14261,8651,60.66,572,4.01,8079,56.65,2,0.01
2021-10-10,AR,48435,31993,66.05,2399,4.95,29594,61.1,10,0.02
2021-10-10,BE,925166,681920,73.71,46461,5.02,635459,68.69,87,0.01
2021-10-10,BL,259146,194839,75.19,13244,5.11,181595,70.07,4,0
2021-10-10,BS,174132,134474,77.23,8160,4.69,126314,72.54,15,0.01
2021-10-10,CH,7678659,5627489,73.29,392188,5.11,5235301,68.18,687,0.01
2021-10-10,CHFL,7713153,5652252,73.28,393920,5.11,5258332,68.17,687,0.01
2021-10-10,FL,34494,24763,71.79,1732,5.02,23031,66.77,0,0
2021-10-10,FR,286302,213719,74.65,14135,4.94,199584,69.71,12,0
2021-10-10,GE,445161,332994,74.8,28546,6.41,304448,68.39,3,0
2021-10-10,GL,36367,24160,66.43,2198,6.04,21962,60.39,1,0
2021-10-10,GR,180259,132930,73.74,11063,6.14,121867,67.61,4,0
2021-10-10,JU,64986,45917,70.66,4754,7.32,41163,63.34,3,0
2021-10-10,LU,367937,265935,72.28,22592,6.14,243343,66.14,29,0.01
2021-10-10,NE,155178,121471,78.28,12152,7.83,109319,70.45,1,0
2021-10-10,NW,39193,27743,70.79,2248,5.74,25495,65.05,5,0.01
2021-10-10,OW,33828,22311,65.95,2729,8.07,19582,57.89,94,0.28
2021-10-10,SG,454531,302409,66.53,21477,4.73,280932,61.81,68,0.01
2021-10-10,SH,74316,53998,72.66,3499,4.71,50499,67.95,1,0
2021-10-10,SO,247249,181382,73.36,13351,5.4,168031,67.96,8,0
2021-10-10,SZ,144615,91493,63.27,6280,4.34,85213,58.92,14,0.01
2021-10-10,TG,250045,166576,66.62,14600,5.84,151976,60.78,13,0.01
2021-10-10,TI,317007,239842,75.66,15717,4.96,224125,70.7,3,0
2021-10-10,UR,32706,22682,69.35,1644,5.03,21038,64.32,3,0.01
2021-10-10,VD,717158,542879,75.7,35948,5.01,506931,70.69,42,0.01
2021-10-10,VS,312362,227527,72.84,19009,6.09,208518,66.76,66,0.02
2021-10-10,ZG,113860,84041,73.81,3358,2.95,80683,70.86,0,0
2021-10-10,ZH,1369335,1033194,75.45,58189,4.25,975005,71.2,170,0.01
2021-10-11,AG,615124,443096,72.03,26514,4.31,416582,67.72,30,0
2021-10-11,AI,14261,8653,60.68,570,4,8083,56.68,2,0.01
2021-10-11,AR,48435,31996,66.06,2388,4.93,29608,61.13,10,0.02
2021-10-11,BE,925166,683265,73.85,45121,4.88,638144,68.98,87,0.01
2021-10-11,BL,259146,195034,75.26,12863,4.96,182171,70.3,4,0
2021-10-11,BS,174132,134540,77.26,8126,4.67,126414,72.6,15,0.01
2021-10-11,CH,7678659,5634835,73.38,380115,4.95,5254720,68.43,698,0.01
2021-10-11,CHFL,7713153,5659599,73.38,381842,4.95,5277757,68.43,698,0.01
2021-10-11,FL,34494,24764,71.79,1727,5.01,23037,66.79,0,0
2021-10-11,FR,286302,213829,74.69,14115,4.93,199714,69.76,12,0
2021-10-11,GE,445161,333471,74.91,27457,6.17,306014,68.74,3,0
2021-10-11,GL,36367,24161,66.44,2191,6.02,21970,60.41,1,0
2021-10-11,GR,180259,133196,73.89,10966,6.08,122230,67.81,4,0
2021-10-11,JU,64986,45993,70.77,4619,7.11,41374,63.67,3,0
2021-10-11,LU,367937,266338,72.39,22037,5.99,244301,66.4,29,0.01
2021-10-11,NE,155178,121723,78.44,11745,7.57,109978,70.87,1,0
2021-10-11,NW,39193,27768,70.85,2219,5.66,25549,65.19,5,0.01
2021-10-11,OW,33828,22320,65.98,2674,7.9,19646,58.08,94,0.28
2021-10-11,SG,454531,302842,66.63,20751,4.57,282091,62.06,68,0.01
2021-10-11,SH,74316,54030,72.7,3392,4.56,50638,68.14,1,0
2021-10-11,SO,247249,181647,73.47,12305,4.98,169342,68.49,8,0
2021-10-11,SZ,144615,91725,63.43,6066,4.19,85659,59.23,14,0.01
2021-10-11,TG,250045,166822,66.72,14035,5.61,152787,61.1,13,0.01
2021-10-11,TI,317007,239931,75.69,15361,4.85,224570,70.84,3,0
2021-10-11,UR,32706,22758,69.58,1520,4.65,21238,64.94,3,0.01
2021-10-11,VD,717158,543597,75.8,34902,4.87,508695,70.93,44,0.01
2021-10-11,VS,312362,227860,72.95,18412,5.89,209448,67.05,66,0.02
2021-10-11,ZG,113860,84143,73.9,3156,2.77,80987,71.13,0,0
2021-10-11,ZH,1369335,1034097,75.52,56610,4.13,977487,71.38,178,0.01
2021-10-12,AG,615124,443718,72.13,25172,4.09,418546,68.04,30,0
2021-10-12,AI,14261,8673,60.82,492,3.45,8181,57.37,2,0.01
2021-10-12,AR,48435,32046,66.16,2194,4.53,29852,61.63,10,0.02
2021-10-12,BE,925166,684579,74,43813,4.74,640766,69.26,89,0.01
2021-10-12,BL,259146,195223,75.33,12383,4.78,182840,70.55,4,0
2021-10-12,BS,174132,134639,77.32,8129,4.67,126510,72.65,15,0.01
2021-10-12,CH,7678659,5642559,73.48,368005,4.79,5274554,68.69,718,0.01
2021-10-12,CHFL,7713153,5667345,73.48,369703,4.79,5297642,68.68,718,0.01
2021-10-12,FL,34494,24786,71.86,1698,4.92,23088,66.93,0,0
2021-10-12,FR,286302,213968,74.74,14030,4.9,199938,69.83,12,0
2021-10-12,GE,445161,334187,75.07,26786,6.02,307401,69.05,3,0
2021-10-12,GL,36367,24167,66.45,2186,6.01,21981,60.44,1,0
2021-10-12,GR,180259,133361,73.98,10537,5.85,122824,68.14,4,0
2021-10-12,JU,64986,46062,70.88,4475,6.89,41587,63.99,3,0
2021-10-12,LU,367937,266632,72.47,21209,5.76,245423,66.7,29,0.01
2021-10-12,NE,155178,121866,78.53,11709,7.55,110157,70.99,1,0
2021-10-12,NW,39193,27816,70.97,2048,5.23,25768,65.75,5,0.01
2021-10-12,OW,33828,22330,66.01,2378,7.03,19952,58.98,97,0.29
2021-10-12,SG,454531,303214,66.71,20451,4.5,282763,62.21,68,0.01
2021-10-12,SH,74316,54093,72.79,3281,4.41,50812,68.37,1,0
2021-10-12,SO,247249,181749,73.51,11919,4.82,169830,68.69,8,0
2021-10-12,SZ,144615,91851,63.51,5866,4.06,85985,59.46,14,0.01
2021-10-12,TG,250045,167086,66.82,13583,5.43,153503,61.39,13,0.01
2021-10-12,TI,317007,240212,75.77,14656,4.62,225556,71.15,3,0
2021-10-12,UR,32706,22758,69.58,1514,4.63,21244,64.95,3,0.01
2021-10-12,VD,717158,544401,75.91,33901,4.73,510500,71.18,45,0.01
2021-10-12,VS,312362,228445,73.13,17784,5.69,210661,67.44,71,0.02
2021-10-12,ZG,113860,84254,74,3021,2.65,81233,71.34,0,0
2021-10-12,ZH,1369335,1035229,75.6,54488,3.98,980741,71.62,187,0.01
2021-10-13,AG,615124,444340,72.24,24024,3.91,420316,68.33,32,0.01
2021-10-13,AI,14261,8691,60.94,420,2.95,8271,58,2,0.01
2021-10-13,AR,48435,32109,66.29,1985,4.1,30124,62.19,11,0.02
2021-10-13,BE,925166,686218,74.17,42515,4.6,643703,69.58,90,0.01
2021-10-13,BL,259146,195469,75.43,11908,4.6,183561,70.83,4,0
2021-10-13,BS,174132,134934,77.49,7656,4.4,127278,73.09,16,0.01
2021-10-13,CH,7678659,5651623,73.6,351310,4.58,5300313,69.03,738,0.01
2021-10-13,CHFL,7713153,5676412,73.59,352988,4.58,5323424,69.02,738,0.01
2021-10-13,FL,34494,24789,71.86,1678,4.86,23111,67,0,0
2021-10-13,FR,286302,214340,74.87,13308,4.65,201032,70.22,12,0
2021-10-13,GE,445161,334715,75.19,25737,5.78,308978,69.41,4,0
2021-10-13,GL,36367,24256,66.7,2167,5.96,22089,60.74,1,0
2021-10-13,GR,180259,133564,74.1,10177,5.65,123387,68.45,4,0
2021-10-13,JU,64986,46139,71,4314,6.64,41825,64.36,3,0
2021-10-13,LU,367937,266950,72.55,20370,5.54,246580,67.02,29,0.01
2021-10-13,NE,155178,122156,78.72,11382,7.33,110774,71.39,1,0
2021-10-13,NW,39193,27842,71.04,1762,4.5,26080,66.54,5,0.01
2021-10-13,OW,33828,22334,66.02,2312,6.83,20022,59.19,97,0.29
2021-10-13,SG,454531,303565,66.79,20058,4.41,283507,62.37,70,0.02
2021-10-13,SH,74316,54232,72.97,2810,3.78,51422,69.19,1,0
2021-10-13,SO,247249,182104,73.65,11282,4.56,170822,69.09,8,0
2021-10-13,SZ,144615,92045,63.65,5629,3.89,86416,59.76,14,0.01
2021-10-13,TG,250045,167373,66.94,12817,5.13,154556,61.81,13,0.01
2021-10-13,TI,317007,240480,75.86,13938,4.4,226542,71.46,3,0
2021-10-13,UR,32706,22833,69.81,1390,4.25,21443,65.56,3,0.01
2021-10-13,VD,717158,545349,76.04,32367,4.51,512982,71.53,47,0.01
2021-10-13,VS,312362,228916,73.29,17023,5.45,211893,67.84,74,0.02
2021-10-13,ZG,113860,84363,74.09,2925,2.57,81438,71.52,0,0
2021-10-13,ZH,1369335,1036306,75.68,51034,3.73,985272,71.95,194,0.01
2021-10-14,AG,615124,444950,72.34,22782,3.7,422168,68.63,32,0.01
2021-10-14,AI,14261,8700,61.01,368,2.58,8332,58.43,2,0.01
2021-10-14,AR,48435,32114,66.3,1971,4.07,30143,62.23,11,0.02
2021-10-14,BE,925166,687800,74.34,41115,4.44,646685,69.9,93,0.01
2021-10-14,BL,259146,195771,75.54,11350,4.38,184421,71.16,4,0
2021-10-14,BS,174132,135142,77.61,7027,4.04,128115,73.57,16,0.01
2021-10-14,CH,7678659,5659719,73.71,336568,4.38,5323151,69.32,745,0.01
2021-10-14,CHFL,7713153,5684518,73.7,338235,4.39,5346283,69.31,745,0.01
2021-10-14,FL,34494,24799,71.89,1667,4.83,23132,67.06,0,0
2021-10-14,FR,286302,214746,75.01,12371,4.32,202375,70.69,12,0
2021-10-14,GE,445161,335245,75.31,24834,5.58,310411,69.73,5,0
2021-10-14,GL,36367,24330,66.9,2053,5.65,22277,61.26,1,0
2021-10-14,GR,180259,133692,74.17,9407,5.22,124285,68.95,4,0
2021-10-14,JU,64986,46212,71.11,4078,6.28,42134,64.84,3,0
2021-10-14,LU,367937,267300,72.65,19468,5.29,247832,67.36,29,0.01
2021-10-14,NE,155178,122288,78.8,11322,7.3,110966,71.51,1,0
2021-10-14,NW,39193,27880,71.14,1745,4.45,26135,66.68,5,0.01
2021-10-14,OW,33828,22570,66.72,2303,6.81,20267,59.91,97,0.29
2021-10-14,SG,454531,303869,66.85,19338,4.25,284531,62.6,70,0.02
2021-10-14,SH,74316,54237,72.98,2780,3.74,51457,69.24,1,0
2021-10-14,SO,247249,182189,73.69,11123,4.5,171066,69.19,8,0
2021-10-14,SZ,144615,92140,63.71,5394,3.73,86746,59.98,14,0.01
2021-10-14,TG,250045,167579,67.02,12129,4.85,155450,62.17,13,0.01
2021-10-14,TI,317007,240817,75.97,13431,4.24,227386,71.73,3,0
2021-10-14,UR,32706,22834,69.82,1385,4.23,21449,65.58,3,0.01
2021-10-14,VD,717158,546104,76.15,31012,4.32,515092,71.82,47,0.01
2021-10-14,VS,312362,229241,73.39,16723,5.35,212518,68.04,75,0.02
2021-10-14,ZG,113860,84426,74.15,2802,2.46,81624,71.69,0,0
2021-10-14,ZH,1369335,1037543,75.77,48257,3.52,989286,72.25,196,0.01
2021-10-15,AG,615124,445650,72.45,21468,3.49,424182,68.96,33,0.01
2021-10-15,AI,14261,8713,61.1,339,2.38,8374,58.72,2,0.01
2021-10-15,AR,48435,32150,66.38,1723,3.56,30427,62.82,11,0.02
2021-10-15,BE,925166,689170,74.49,39431,4.26,649739,70.23,96,0.01
2021-10-15,BL,259146,196029,75.64,10762,4.15,185267,71.49,4,0
2021-10-15,BS,174132,135343,77.72,6482,3.72,128861,74,16,0.01
2021-10-15,CH,7678659,5668954,73.83,317421,4.13,5351533,69.69,767,0.01
2021-10-15,CHFL,7713153,5693755,73.82,319044,4.14,5374711,69.68,767,0.01
2021-10-15,FL,34494,24801,71.9,1623,4.71,23178,67.19,0,0
2021-10-15,FR,286302,215228,75.18,11072,3.87,204156,71.31,12,0
2021-10-15,GE,445161,335757,75.42,23837,5.35,311920,70.07,5,0
2021-10-15,GL,36367,24377,67.03,1706,4.69,22671,62.34,1,0
2021-10-15,GR,180259,133903,74.28,8462,4.69,125441,69.59,4,0
2021-10-15,JU,64986,46282,71.22,3898,6,42384,65.22,3,0
2021-10-15,LU,367937,267971,72.83,18254,4.96,249717,67.87,30,0.01
2021-10-15,NE,155178,122507,78.95,10906,7.03,111601,71.92,1,0
2021-10-15,NW,39193,27959,71.34,1685,4.3,26274,67.04,6,0.02
2021-10-15,OW,33828,22687,67.07,2339,6.91,20348,60.15,102,0.3
2021-10-15,SG,454531,304209,66.93,18312,4.03,285897,62.9,70,0.02
2021-10-15,SH,74316,54323,73.1,2515,3.38,51808,69.71,1,0
2021-10-15,SO,247249,182621,73.86,10235,4.14,172386,69.72,9,0
2021-10-15,SZ,144615,92349,63.86,5167,3.57,87182,60.29,14,0.01
2021-10-15,TG,250045,167822,67.12,11368,4.55,156454,62.57,14,0.01
2021-10-15,TI,317007,241016,76.03,12734,4.02,228282,72.01,3,0
2021-10-15,UR,32706,22898,70.01,1291,3.95,21607,66.06,3,0.01
2021-10-15,VD,717158,546977,76.27,29275,4.08,517702,72.19,51,0.01
2021-10-15,VS,312362,229595,73.5,16243,5.2,213352,68.3,75,0.02
2021-10-15,ZG,113860,84535,74.24,2596,2.28,81939,71.96,0,0
2021-10-15,ZH,1369335,1038883,75.87,45321,3.31,993562,72.56,201,0.01
2021-10-16,AG,615124,446052,72.51,20897,3.4,425155,69.12,34,0.01
2021-10-16,AI,14261,8714,61.1,339,2.38,8375,58.73,2,0.01
2021-10-16,AR,48435,32294,66.67,1748,3.61,30546,63.07,11,0.02
2021-10-16,BE,925166,689561,74.53,39209,4.24,650352,70.3,97,0.01
2021-10-16,BL,259146,196094,75.67,10720,4.14,185374,71.53,4,0
2021-10-16,BS,174132,135526,77.83,6303,3.62,129223,74.21,16,0.01
2021-10-16,CH,7678659,5674289,73.9,308854,4.02,5365435,69.87,770,0.01
2021-10-16,CHFL,7713153,5699093,73.89,310476,4.03,5388617,69.86,770,0.01
2021-10-16,FL,34494,24804,71.91,1622,4.7,23182,67.21,0,0
2021-10-16,FR,286302,215561,75.29,10157,3.55,205404,71.74,12,0
2021-10-16,GE,445161,336183,75.52,23166,5.2,313017,70.32,5,0
2021-10-16,GL,36367,24379,67.04,1619,4.45,22760,62.58,1,0
2021-10-16,GR,180259,133981,74.33,8248,4.58,125733,69.75,4,0
2021-10-16,JU,64986,46285,71.22,3900,6,42385,65.22,3,0
2021-10-16,LU,367937,268404,72.95,17774,4.83,250630,68.12,30,0.01
2021-10-16,NE,155178,122673,79.05,10793,6.96,111880,72.1,1,0
2021-10-16,NW,39193,27961,71.34,1676,4.28,26285,67.07,6,0.02
2021-10-16,OW,33828,22692,67.08,2328,6.88,20364,60.2,102,0.3
2021-10-16,SG,454531,304406,66.97,17953,3.95,286453,63.02,70,0.02
2021-10-16,SH,74316,54359,73.15,2513,3.38,51846,69.76,1,0
2021-10-16,SO,247249,182743,73.91,9861,3.99,172882,69.92,9,0
2021-10-16,SZ,144615,92445,63.92,4864,3.36,87581,60.56,14,0.01
2021-10-16,TG,250045,167948,67.17,11078,4.43,156870,62.74,14,0.01
2021-10-16,TI,317007,241599,76.21,11879,3.75,229720,72.47,3,0
2021-10-16,UR,32706,22902,70.02,1231,3.76,21671,66.26,3,0.01
2021-10-16,VD,717158,547360,76.32,28293,3.95,519067,72.38,52,0.01
2021-10-16,VS,312362,229887,73.6,16082,5.15,213805,68.45,75,0.02
2021-10-16,ZG,113860,84604,74.31,2503,2.2,82101,72.11,0,0
2021-10-16,ZH,1369335,1039676,75.93,43720,3.19,995956,72.73,201,0.01
2021-10-17,AG,615124,446062,72.52,20890,3.4,425172,69.12,34,0.01
2021-10-17,AI,14261,8714,61.1,339,2.38,8375,58.73,2,0.01
2021-10-17,AR,48435,32296,66.68,1750,3.61,30546,63.07,11,0.02
2021-10-17,BE,925166,689561,74.53,39206,4.24,650355,70.3,97,0.01
2021-10-17,BL,259146,196094,75.67,10720,4.14,185374,71.53,4,0
2021-10-17,BS,174132,135528,77.83,6305,3.62,129223,74.21,16,0.01
2021-10-17,CH,7678659,5674800,73.9,307895,4.01,5366905,69.89,774,0.01
2021-10-17,CHFL,7713153,5699605,73.89,309518,4.01,5390087,69.88,774,0.01
2021-10-17,FL,34494,24805,71.91,1623,4.71,23182,67.21,0,0
2021-10-17,FR,286302,215561,75.29,10156,3.55,205405,71.74,12,0
2021-10-17,GE,445161,336183,75.52,23165,5.2,313018,70.32,5,0
2021-10-17,GL,36367,24381,67.04,1616,4.44,22765,62.6,1,0
2021-10-17,GR,180259,134016,74.35,8229,4.57,125787,69.78,4,0
2021-10-17,JU,64986,46285,71.22,3900,6,42385,65.22,3,0
2021-10-17,LU,367937,268430,72.96,17771,4.83,250659,68.13,30,0.01
2021-10-17,NE,155178,122673,79.05,10793,6.96,111880,72.1,1,0
2021-10-17,NW,39193,27963,71.35,1676,4.28,26287,67.07,6,0.02
2021-10-17,OW,33828,22693,67.08,2326,6.88,20367,60.21,102,0.3
2021-10-17,SG,454531,304411,66.97,17945,3.95,286466,63.02,71,0.02
2021-10-17,SH,74316,54359,73.15,2513,3.38,51846,69.76,1,0
2021-10-17,SO,247249,182743,73.91,9854,3.99,172889,69.93,9,0
2021-10-17,SZ,144615,92488,63.95,4691,3.24,87797,60.71,14,0.01
2021-10-17,TG,250045,167948,67.17,11077,4.43,156871,62.74,14,0.01
2021-10-17,TI,317007,241610,76.22,11814,3.73,229796,72.49,3,0
2021-10-17,UR,32706,22902,70.02,1230,3.76,21672,66.26,3,0.01
2021-10-17,VD,717158,547512,76.34,28180,3.93,519332,72.42,52,0.01
2021-10-17,VS,312362,229894,73.6,16078,5.15,213816,68.45,76,0.02
2021-10-17,ZG,113860,84653,74.35,2436,2.14,82217,72.21,0,0
2021-10-17,ZH,1369335,1039840,75.94,43235,3.16,996605,72.78,203,0.01
2021-10-18,AG,615124,446623,72.61,19798,3.22,426825,69.39,34,0.01
2021-10-18,AI,14261,8716,61.12,341,2.39,8375,58.73,2,0.01
2021-10-18,AR,48435,32301,66.69,1734,3.58,30567,63.11,11,0.02
2021-10-18,BE,925166,690667,74.65,37795,4.09,652872,70.57,100,0.01
2021-10-18,BL,259146,196185,75.7,10190,3.93,185995,71.77,5,0
2021-10-18,BS,174132,135624,77.89,6273,3.6,129351,74.28,30,0.02
2021-10-18,CH,7678659,5680950,73.98,295558,3.85,5385392,70.13,817,0.01
2021-10-18,CHFL,7713153,5705758,73.97,296904,3.85,5408854,70.13,817,0.01
2021-10-18,FL,34494,24808,71.92,1346,3.9,23462,68.02,0,0
2021-10-18,FR,286302,215648,75.32,10127,3.54,205521,71.78,12,0
2021-10-18,GE,445161,336617,75.62,22090,4.96,314527,70.65,5,0
2021-10-18,GL,36367,24402,67.1,1340,3.68,23062,63.41,1,0
2021-10-18,GR,180259,134099,74.39,8106,4.5,125993,69.9,5,0
2021-10-18,JU,64986,46393,71.39,3802,5.85,42591,65.54,3,0
2021-10-18,LU,367937,268662,73.02,17074,4.64,251588,68.38,30,0.01
2021-10-18,NE,155178,122895,79.2,10364,6.68,112531,72.52,1,0
2021-10-18,NW,39193,27973,71.37,1641,4.19,26332,67.19,6,0.02
2021-10-18,OW,33828,22698,67.1,2250,6.65,20448,60.45,102,0.3
2021-10-18,SG,454531,304826,67.06,17092,3.76,287734,63.3,71,0.02
2021-10-18,SH,74316,54389,73.19,2351,3.16,52038,70.02,1,0
2021-10-18,SO,247249,182953,74,8951,3.62,174002,70.38,9,0
2021-10-18,SZ,144615,92662,64.07,4431,3.06,88231,61.01,15,0.01
2021-10-18,TG,250045,168202,67.27,10544,4.22,157658,63.05,14,0.01
2021-10-18,TI,317007,241644,76.23,11600,3.66,230044,72.57,3,0
2021-10-18,UR,32706,22956,70.19,1121,3.43,21835,66.76,3,0.01
2021-10-18,VD,717158,548074,76.42,27530,3.84,520544,72.58,57,0.01
2021-10-18,VS,312362,230254,73.71,15518,4.97,214736,68.75,76,0.02
2021-10-18,ZG,113860,84714,74.4,2315,2.03,82399,72.37,0,0
2021-10-18,ZH,1369335,1040773,76.01,41180,3.01,999593,73,221,0.02
2021-10-19,AG,615124,447126,72.69,18888,3.07,428238,69.62,35,0.01
2021-10-19,AI,14261,8726,61.19,325,2.28,8401,58.91,2,0.01
2021-10-19,AR,48435,32311,66.71,1734,3.58,30577,63.13,11,0.02
2021-10-19,BE,925166,691794,74.78,36075,3.9,655719,70.88,111,0.01
2021-10-19,BL,259146,196408,75.79,9689,3.74,186719,72.05,5,0
2021-10-19,BS,174132,135736,77.95,6069,3.49,129667,74.46,30,0.02
2021-10-19,CH,7678659,5687433,74.07,283033,3.69,5404400,70.38,861,0.01
2021-10-19,CHFL,7713153,5712252,74.06,283980,3.68,5428272,70.38,861,0.01
2021-10-19,FL,34494,24819,71.95,947,2.75,23872,69.21,0,0
2021-10-19,FR,286302,215823,75.38,10065,3.52,205758,71.87,12,0
2021-10-19,GE,445161,337195,75.75,21229,4.77,315966,70.98,5,0
2021-10-19,GL,36367,24404,67.1,1336,3.67,23068,63.43,1,0
2021-10-19,GR,180259,134228,74.46,7739,4.29,126489,70.17,5,0
2021-10-19,JU,64986,46442,71.46,3662,5.64,42780,65.83,3,0
2021-10-19,LU,367937,269024,73.12,16126,4.38,252898,68.73,30,0.01
2021-10-19,NE,155178,123012,79.27,10351,6.67,112661,72.6,1,0
2021-10-19,NW,39193,28029,71.52,1480,3.78,26549,67.74,6,0.02
2021-10-19,OW,33828,22718,67.16,2057,6.08,20661,61.08,107,0.32
2021-10-19,SG,454531,305395,67.19,16155,3.55,289240,63.63,72,0.02
2021-10-19,SH,74316,54452,73.27,2220,2.99,52232,70.28,1,0
2021-10-19,SO,247249,183025,74.02,8783,3.55,174242,70.47,9,0
2021-10-19,SZ,144615,92730,64.12,4207,2.91,88523,61.21,15,0.01
2021-10-19,TG,250045,168379,67.34,10098,4.04,158281,63.3,14,0.01
2021-10-19,TI,317007,241832,76.29,10788,3.4,231044,72.88,3,0
2021-10-19,UR,32706,22956,70.19,1073,3.28,21883,66.91,3,0.01
2021-10-19,VD,717158,548665,76.51,26286,3.67,522379,72.84,59,0.01
2021-10-19,VS,312362,230633,73.84,14894,4.77,215739,69.07,87,0.03
2021-10-19,ZG,113860,84748,74.43,2219,1.95,82529,72.48,0,0
2021-10-19,ZH,1369335,1041642,76.07,39485,2.88,1002157,73.19,234,0.02
2021-10-20,AG,615124,447613,72.77,18093,2.94,429520,69.83,37,0.01
2021-10-20,AI,14261,8740,61.29,261,1.83,8479,59.46,3,0.02
2021-10-20,AR,48435,32392,66.88,1535,3.17,30857,63.71,11,0.02
2021-10-20,BE,925166,692821,74.89,33938,3.67,658883,71.22,115,0.01
2021-10-20,BL,259146,196665,75.89,9292,3.59,187373,72.3,5,0
2021-10-20,BS,174132,135960,78.08,5772,3.31,130188,74.76,30,0.02
2021-10-20,CH,7678659,5694519,74.16,268552,3.5,5425967,70.66,890,0.01
2021-10-20,CHFL,7713153,5719350,74.15,269262,3.49,5450088,70.66,890,0.01
2021-10-20,FL,34494,24831,71.99,710,2.06,24121,69.93,0,0
2021-10-20,FR,286302,216110,75.48,9514,3.32,206596,72.16,12,0
2021-10-20,GE,445161,337632,75.84,20402,4.58,317230,71.26,5,0
2021-10-20,GL,36367,24482,67.32,1389,3.82,23093,63.5,1,0
2021-10-20,GR,180259,134315,74.51,7592,4.21,126723,70.3,5,0
2021-10-20,JU,64986,46509,71.57,3579,5.51,42930,66.06,3,0
2021-10-20,LU,367937,269252,73.18,15159,4.12,254093,69.06,31,0.01
2021-10-20,NE,155178,123233,79.41,9800,6.32,113433,73.1,1,0
2021-10-20,NW,39193,28049,71.57,1232,3.14,26817,68.42,6,0.02
2021-10-20,OW,33828,22725,67.18,1999,5.91,20726,61.27,107,0.32
