date,canton,pop,atLeastOneDoseTotal,atLeastOneDosePer100,partiallyVaccTotal,partiallyVaccPer100,fullyVaccinatedTotal,fullyVaccinatedPer100,firstBoosterVaccinatedTotal,firstBoosterVaccinatedPer100
2021-06-15,ZH,1369335,713105,52.08,261712,19.11,451393,32.96,10,0
2021-06-16,AG,615124,310358,50.45,108414,17.62,201944,32.83,13,0
2021-06-16,AI,14261,6388,44.79,1870,13.11,4518,31.68,0,0
2021-06-16,AR,48435,22742,46.95,6620,13.67,16122,33.29,1,0
2021-06-16,BE,925166,486725,52.61,143540,15.52,343185,37.09,3,0
2021-06-16,BL,259146,138155,53.31,40031,15.45,98124,37.86,2,0
2021-06-16,BS,174132,91115,52.33,30011,17.23,61104,35.09,6,0
2021-06-16,CH,7678659,3927326,51.15,1316774,17.15,2610552,34,184,0
2021-06-16,CHFL,7713153,3945454,51.15,1323952,17.16,2621502,33.99,184,0
2021-06-16,FL,34494,18128,52.55,7178,20.81,10950,31.74,0,0
2021-06-16,FR,286302,143700,50.19,58080,20.29,85620,29.91,4,0
2021-06-16,GE,445161,228815,51.4,74283,16.69,154532,34.71,2,0
2021-06-16,GL,36367,16119,44.32,3381,9.3,12738,35.03,1,0
2021-06-16,GR,180259,87235,48.39,28362,15.73,58873,32.66,2,0
2021-06-16,JU,64986,32279,49.67,12345,19,19934,30.67,0,0
2021-06-16,LU,367937,176984,48.1,51479,13.99,125505,34.11,20,0.01
2021-06-16,NE,155178,80660,51.98,30143,19.42,50517,32.55,0,0
2021-06-16,NW,39193,18285,46.65,5215,13.31,13070,33.35,1,0
2021-06-16,OW,33828,14791,43.72,4058,12,10733,31.73,67,0.2
2021-06-16,SG,454531,223653,49.21,90659,19.95,132994,29.26,32,0.01
2021-06-16,SH,74316,39468,53.11,13391,18.02,26077,35.09,0,0
2021-06-16,SO,247249,128051,51.79,45741,18.5,82310,33.29,0,0
2021-06-16,SZ,144615,65780,45.49,19375,13.4,46405,32.09,3,0
2021-06-16,TG,250045,126603,50.63,44689,17.87,81914,32.76,5,0
2021-06-16,TI,317007,164704,51.96,44019,13.89,120685,38.07,2,0
2021-06-16,UR,32706,16532,50.55,4416,13.5,12116,37.05,0,0
2021-06-16,VD,717158,368128,51.33,127584,17.79,240544,33.54,3,0
2021-06-16,VS,312362,156230,50.02,45280,14.5,110950,35.52,7,0
2021-06-16,ZG,113860,59463,52.22,22180,19.48,37283,32.74,0,0
2021-06-16,ZH,1369335,724363,52.9,261608,19.1,462755,33.79,10,0
2021-06-17,AG,615124,315028,51.21,109775,17.85,205253,33.37,13,0
2021-06-17,AI,14261,6407,44.93,1843,12.92,4564,32,0,0
2021-06-17,AR,48435,22826,47.13,6187,12.77,16639,34.35,1,0
2021-06-17,BE,925166,493257,53.32,142729,15.43,350528,37.89,3,0
2021-06-17,BL,259146,139735,53.92,38423,14.83,101312,39.09,2,0
2021-06-17,BS,174132,91948,52.8,29374,16.87,62574,35.93,6,0
2021-06-17,CH,7678659,3978802,51.82,1309986,17.06,2668816,34.76,184,0
2021-06-17,CHFL,7713153,3997218,51.82,1317187,17.08,2680031,34.75,184,0
2021-06-17,FL,34494,18416,53.39,7201,20.88,11215,32.51,0,0
2021-06-17,FR,286302,146148,51.05,58607,20.47,87541,30.58,4,0
2021-06-17,GE,445161,232566,52.24,74343,16.7,158223,35.54,2,0
2021-06-17,GL,36367,16178,44.49,2897,7.97,13281,36.52,1,0
2021-06-17,GR,180259,87924,48.78,28085,15.58,59839,33.2,2,0
2021-06-17,JU,64986,32565,50.11,12236,18.83,20329,31.28,0,0
2021-06-17,LU,367937,178748,48.58,50325,13.68,128423,34.9,20,0.01
2021-06-17,NE,155178,82270,53.02,31027,19.99,51243,33.02,0,0
2021-06-17,NW,39193,18396,46.94,5037,12.85,13359,34.09,1,0
2021-06-17,OW,33828,14815,43.8,3670,10.85,11145,32.95,67,0.2
2021-06-17,SG,454531,225803,49.68,88634,19.5,137169,30.18,32,0.01
2021-06-17,SH,74316,39921,53.72,13546,18.23,26375,35.49,0,0
2021-06-17,SO,247249,130234,52.67,45741,18.5,84493,34.17,0,0
2021-06-17,SZ,144615,66437,45.94,19241,13.3,47196,32.64,3,0
2021-06-17,TG,250045,126878,50.74,43597,17.44,83281,33.31,5,0
2021-06-17,TI,317007,167289,52.77,44719,14.11,122570,38.66,2,0
2021-06-17,UR,32706,16585,50.71,4183,12.79,12402,37.92,0,0
2021-06-17,VD,717158,372376,51.92,126254,17.6,246122,34.32,3,0
2021-06-17,VS,312362,158166,50.64,44458,14.23,113708,36.4,7,0
2021-06-17,ZG,113860,60116,52.8,22097,19.41,38019,33.39,0,0
2021-06-17,ZH,1369335,736186,53.76,262958,19.2,473228,34.56,10,0
2021-06-18,AG,615124,319031,51.86,110539,17.97,208492,33.89,13,0
2021-06-18,AI,14261,6412,44.96,1820,12.76,4592,32.2,0,0
2021-06-18,AR,48435,22987,47.46,5961,12.31,17026,35.15,1,0
2021-06-18,BE,925166,499400,53.98,142009,15.35,357391,38.63,3,0
2021-06-18,BL,259146,141209,54.49,36582,14.12,104627,40.37,2,0
2021-06-18,BS,174132,93376,53.62,29898,17.17,63478,36.45,6,0
2021-06-18,CH,7678659,4027153,52.45,1300657,16.94,2726496,35.51,186,0
2021-06-18,CHFL,7713153,4045855,52.45,1307848,16.96,2738007,35.5,186,0
2021-06-18,FL,34494,18702,54.22,7191,20.85,11511,33.37,0,0
2021-06-18,FR,286302,148474,51.86,58939,20.59,89535,31.27,4,0
2021-06-18,GE,445161,236068,53.03,74111,16.65,161957,36.38,2,0
2021-06-18,GL,36367,16427,45.17,2861,7.87,13566,37.3,1,0
2021-06-18,GR,180259,88641,49.17,26480,14.69,62161,34.48,2,0
2021-06-18,JU,64986,32765,50.42,11919,18.34,20846,32.08,0,0
2021-06-18,LU,367937,180587,49.08,49348,13.41,131239,35.67,20,0.01
2021-06-18,NE,155178,83569,53.85,31575,20.35,51994,33.51,0,0
2021-06-18,NW,39193,18720,47.76,5050,12.88,13670,34.88,1,0
2021-06-18,OW,33828,14835,43.85,3267,9.66,11568,34.2,68,0.2
2021-06-18,SG,454531,227172,49.98,86178,18.96,140994,31.02,32,0.01
2021-06-18,SH,74316,40324,54.26,13475,18.13,26849,36.13,0,0
2021-06-18,SO,247249,132328,53.52,46101,18.65,86227,34.87,0,0
2021-06-18,SZ,144615,67000,46.33,19037,13.16,47963,33.17,3,0
2021-06-18,TG,250045,127211,50.88,42542,17.01,84669,33.86,5,0
2021-06-18,TI,317007,169704,53.53,45099,14.23,124605,39.31,2,0
2021-06-18,UR,32706,16671,50.97,3985,12.18,12686,38.79,0,0
2021-06-18,VD,717158,376639,52.52,125133,17.45,251506,35.07,3,0
2021-06-18,VS,312362,160368,51.34,44503,14.25,115865,37.09,8,0
2021-06-18,ZG,113860,60750,53.35,22022,19.34,38728,34.01,0,0
2021-06-18,ZH,1369335,746485,54.51,262223,19.15,484262,35.36,10,0
2021-06-19,AG,615124,321051,52.19,110111,17.9,210940,34.29,13,0
2021-06-19,AI,14261,6421,45.02,1808,12.68,4613,32.35,0,0
2021-06-19,AR,48435,23168,47.83,5890,12.16,17278,35.67,1,0
2021-06-19,BE,925166,503481,54.42,144182,15.58,359299,38.84,3,0
2021-06-19,BL,259146,141255,54.51,36483,14.08,104772,40.43,2,0
2021-06-19,BS,174132,94475,54.25,30079,17.27,64396,36.98,6,0
2021-06-19,CH,7678659,4062019,52.9,1305000,17,2757019,35.9,186,0
2021-06-19,CHFL,7713153,4080721,52.91,1312191,17.01,2768530,35.89,186,0
2021-06-19,FL,34494,18702,54.22,7191,20.85,11511,33.37,0,0
2021-06-19,FR,286302,150456,52.55,59309,20.72,91147,31.84,4,0
2021-06-19,GE,445161,238379,53.55,73730,16.56,164649,36.99,2,0
2021-06-19,GL,36367,16439,45.2,2873,7.9,13566,37.3,1,0
2021-06-19,GR,180259,89297,49.54,26168,14.52,63129,35.02,2,0
2021-06-19,JU,64986,32891,50.61,11753,18.09,21138,32.53,0,0
2021-06-19,LU,367937,181614,49.36,48125,13.08,133489,36.28,20,0.01
2021-06-19,NE,155178,84329,54.34,32040,20.65,52289,33.7,0,0
2021-06-19,NW,39193,18734,47.8,5058,12.91,13676,34.89,1,0
2021-06-19,OW,33828,14852,43.9,3278,9.69,11574,34.21,68,0.2
2021-06-19,SG,454531,228142,50.19,85257,18.76,142885,31.44,32,0.01
2021-06-19,SH,74316,40758,54.84,13569,18.26,27189,36.59,0,0
2021-06-19,SO,247249,132625,53.64,44593,18.04,88032,35.6,0,0
2021-06-19,SZ,144615,67873,46.93,18946,13.1,48927,33.83,3,0
2021-06-19,TG,250045,127376,50.94,41445,16.58,85931,34.37,5,0
2021-06-19,TI,317007,171847,54.21,45335,14.3,126512,39.91,2,0
2021-06-19,UR,32706,16722,51.13,3881,11.87,12841,39.26,0,0
2021-06-19,VD,717158,378808,52.82,125111,17.45,253697,35.38,3,0
2021-06-19,VS,312362,161212,51.61,43378,13.89,117834,37.72,8,0
2021-06-19,ZG,113860,61261,53.8,21938,19.27,39323,34.54,0,0
2021-06-19,ZH,1369335,758553,55.4,270660,19.77,487893,35.63,10,0
2021-06-20,AG,615124,322283,52.39,111199,18.08,211084,34.32,13,0
2021-06-20,AI,14261,6421,45.02,1808,12.68,4613,32.35,0,0
2021-06-20,AR,48435,23168,47.83,5890,12.16,17278,35.67,1,0
2021-06-20,BE,925166,504066,54.48,143620,15.52,360446,38.96,3,0
2021-06-20,BL,259146,141258,54.51,36475,14.08,104783,40.43,2,0
2021-06-20,BS,174132,95344,54.75,29962,17.21,65382,37.55,6,0
2021-06-20,CH,7678659,4071873,53.03,1302783,16.97,2769090,36.06,186,0
2021-06-20,CHFL,7713153,4090575,53.03,1309974,16.98,2780601,36.05,186,0
2021-06-20,FL,34494,18702,54.22,7191,20.85,11511,33.37,0,0
2021-06-20,FR,286302,152208,53.16,59204,20.68,93004,32.48,4,0
2021-06-20,GE,445161,238383,53.55,73733,16.56,164650,36.99,2,0
2021-06-20,GL,36367,16442,45.21,2876,7.91,13566,37.3,1,0
2021-06-20,GR,180259,89331,49.56,26070,14.46,63261,35.09,2,0
2021-06-20,JU,64986,32891,50.61,11753,18.09,21138,32.53,0,0
2021-06-20,LU,367937,182332,49.56,47606,12.94,134726,36.62,20,0.01
2021-06-20,NE,155178,84330,54.34,32041,20.65,52289,33.7,0,0
2021-06-20,NW,39193,18736,47.8,5057,12.9,13679,34.9,1,0
2021-06-20,OW,33828,14853,43.91,3278,9.69,11575,34.22,68,0.2
2021-06-20,SG,454531,228152,50.2,85256,18.76,142896,31.44,32,0.01
2021-06-20,SH,74316,41130,55.34,13624,18.33,27506,37.01,0,0
2021-06-20,SO,247249,132640,53.65,44590,18.03,88050,35.61,0,0
2021-06-20,SZ,144615,68472,47.35,18482,12.78,49990,34.57,3,0
2021-06-20,TG,250045,127534,51,40481,16.19,87053,34.81,5,0
2021-06-20,TI,317007,173578,54.76,45188,14.25,128390,40.5,2,0
2021-06-20,UR,32706,16745,51.2,3802,11.62,12943,39.57,0,0
2021-06-20,VD,717158,379807,52.96,125087,17.44,254720,35.52,3,0
2021-06-20,VS,312362,161219,51.61,43380,13.89,117839,37.73,8,0
2021-06-20,ZG,113860,61678,54.17,21733,19.09,39945,35.08,0,0
2021-06-20,ZH,1369335,758872,55.42,270588,19.76,488284,35.66,10,0
2021-06-21,AG,615124,325055,52.84,110214,17.92,214841,34.93,13,0
2021-06-21,AI,14261,6421,45.02,1805,12.66,4616,32.37,0,0
2021-06-21,AR,48435,23379,48.27,5937,12.26,17442,36.01,1,0
2021-06-21,BE,925166,511840,55.32,147453,15.94,364387,39.39,3,0
2021-06-21,BL,259146,142805,55.11,35033,13.52,107772,41.59,2,0
2021-06-21,BS,174132,96081,55.18,29575,16.98,66506,38.19,6,0
2021-06-21,CH,7678659,4118773,53.64,1304371,16.99,2814402,36.65,187,0
2021-06-21,CHFL,7713153,4137476,53.64,1311562,17,2825914,36.64,187,0
2021-06-21,FL,34494,18703,54.22,7191,20.85,11512,33.37,0,0
2021-06-21,FR,286302,153764,53.71,58531,20.44,95233,33.26,4,0
2021-06-21,GE,445161,242206,54.41,74349,16.7,167857,37.71,2,0
2021-06-21,GL,36367,16843,46.31,3152,8.67,13691,37.65,1,0
2021-06-21,GR,180259,91493,50.76,27709,15.37,63784,35.38,2,0
2021-06-21,JU,64986,33027,50.82,11400,17.54,21627,33.28,0,0
2021-06-21,LU,367937,183760,49.94,45820,12.45,137940,37.49,20,0.01
2021-06-21,NE,155178,85377,55.02,32226,20.77,53151,34.25,0,0
2021-06-21,NW,39193,18848,48.09,4916,12.54,13932,35.55,1,0
2021-06-21,OW,33828,14874,43.97,3258,9.63,11616,34.34,69,0.2
2021-06-21,SG,454531,229483,50.49,83826,18.44,145657,32.05,32,0.01
2021-06-21,SH,74316,41336,55.62,13317,17.92,28019,37.7,0,0
2021-06-21,SO,247249,135919,54.97,47422,19.18,88497,35.79,0,0
2021-06-21,SZ,144615,69069,47.76,18415,12.73,50654,35.03,3,0
2021-06-21,TG,250045,127864,51.14,39164,15.66,88700,35.47,5,0
2021-06-21,TI,317007,173629,54.77,44774,14.12,128855,40.65,2,0
2021-06-21,UR,32706,16824,51.44,3690,11.28,13134,40.16,0,0
2021-06-21,VD,717158,383298,53.45,123643,17.24,259655,36.21,3,0
2021-06-21,VS,312362,163237,52.26,43721,14,119516,38.26,8,0
2021-06-21,ZG,113860,62485,54.88,22092,19.4,40393,35.48,0,0
2021-06-21,ZH,1369335,769856,56.22,272929,19.93,496927,36.29,10,0
2021-06-22,AG,615124,327660,53.27,109332,17.77,218328,35.49,13,0
2021-06-22,AI,14261,6491,45.52,1785,12.52,4706,33,0,0
2021-06-22,AR,48435,23580,48.68,5821,12.02,17759,36.67,1,0
2021-06-22,BE,925166,513947,55.55,144354,15.6,369593,39.95,3,0
2021-06-22,BL,259146,145314,56.07,35857,13.84,109457,42.24,2,0
2021-06-22,BS,174132,97386,55.93,29790,17.11,67596,38.82,6,0
2021-06-22,CH,7678659,4160888,54.19,1293119,16.84,2867769,37.35,187,0
2021-06-22,CHFL,7713153,4179594,54.19,1299788,16.85,2879806,37.34,187,0
2021-06-22,FL,34494,18706,54.23,6669,19.33,12037,34.9,0,0
2021-06-22,FR,286302,154691,54.03,57572,20.11,97119,33.92,4,0
2021-06-22,GE,445161,246046,55.27,74580,16.75,171466,38.52,2,0
2021-06-22,GL,36367,17271,47.49,3496,9.61,13775,37.88,1,0
2021-06-22,GR,180259,93269,51.74,28079,15.58,65190,36.16,2,0
2021-06-22,JU,64986,33183,51.06,10933,16.82,22250,34.24,0,0
2021-06-22,LU,367937,185666,50.46,44937,12.21,140729,38.25,20,0.01
2021-06-22,NE,155178,86338,55.64,31932,20.58,54406,35.06,0,0
2021-06-22,NW,39193,18995,48.47,4787,12.21,14208,36.25,1,0
2021-06-22,OW,33828,15236,45.04,3322,9.82,11914,35.22,69,0.2
2021-06-22,SG,454531,229981,50.6,79887,17.58,150094,33.02,32,0.01
2021-06-22,SH,74316,41596,55.97,13038,17.54,28558,38.43,0,0
2021-06-22,SO,247249,137829,55.75,47676,19.28,90153,36.46,0,0
2021-06-22,SZ,144615,69652,48.16,18352,12.69,51300,35.47,3,0
2021-06-22,TG,250045,128232,51.28,38016,15.2,90216,36.08,5,0
2021-06-22,TI,317007,175536,55.37,45139,14.24,130397,41.13,2,0
2021-06-22,UR,32706,16827,51.45,3460,10.58,13367,40.87,0,0
2021-06-22,VD,717158,387077,53.97,121599,16.96,265478,37.02,3,0
2021-06-22,VS,312362,164800,52.76,42951,13.75,121849,39.01,8,0
2021-06-22,ZG,113860,63303,55.6,22344,19.62,40959,35.97,0,0
2021-06-22,ZH,1369335,780982,57.03,274080,20.02,506902,37.02,10,0
2021-06-23,AG,615124,330211,53.68,107569,17.49,222642,36.19,13,0
2021-06-23,AI,14261,6514,45.68,1675,11.75,4839,33.93,0,0
2021-06-23,AR,48435,23772,49.08,5683,11.73,18089,37.35,1,0
2021-06-23,BE,925166,516416,55.82,140940,15.23,375476,40.58,3,0
2021-06-23,BL,259146,148065,57.14,37035,14.29,111030,42.84,2,0
2021-06-23,BS,174132,99653,57.23,31786,18.25,67867,38.97,6,0
2021-06-23,CH,7678659,4199843,54.7,1277922,16.64,2921921,38.05,187,0
2021-06-23,CHFL,7713153,4218565,54.69,1284320,16.65,2934245,38.04,187,0
2021-06-23,FL,34494,18722,54.28,6398,18.55,12324,35.73,0,0
2021-06-23,FR,286302,155434,54.29,56421,19.71,99013,34.58,4,0
2021-06-23,GE,445161,247532,55.61,72633,16.32,174899,39.29,2,0
2021-06-23,GL,36367,17305,47.58,3066,8.43,14239,39.15,1,0
2021-06-23,GR,180259,93880,52.08,27395,15.2,66485,36.88,2,0
2021-06-23,JU,64986,33187,51.07,10933,16.82,22254,34.24,0,0
2021-06-23,LU,367937,188314,51.18,45657,12.41,142657,38.77,20,0.01
2021-06-23,NE,155178,87146,56.16,31502,20.3,55644,35.86,0,0
2021-06-23,NW,39193,19150,48.86,4488,11.45,14662,37.41,1,0
2021-06-23,OW,33828,15672,46.33,3686,10.9,11986,35.43,69,0.2
2021-06-23,SG,454531,231122,50.85,75622,16.64,155500,34.21,32,0.01
2021-06-23,SH,74316,41820,56.27,12715,17.11,29105,39.16,0,0
2021-06-23,SO,247249,139065,56.24,46671,18.88,92394,37.37,0,0
2021-06-23,SZ,144615,70151,48.51,18166,12.56,51985,35.95,3,0
2021-06-23,TG,250045,128702,51.47,36942,14.77,91760,36.7,5,0
2021-06-23,TI,317007,177558,56.01,45569,14.37,131989,41.64,2,0
2021-06-23,UR,32706,16899,51.67,3437,10.51,13462,41.16,0,0
2021-06-23,VD,717158,390573,54.46,119597,16.68,270976,37.78,3,0
2021-06-23,VS,312362,166472,53.29,42569,13.63,123903,39.67,8,0
2021-06-23,ZG,113860,63906,56.13,22252,19.54,41654,36.58,0,0
2021-06-23,ZH,1369335,791324,57.79,273913,20,517411,37.79,10,0
2021-06-24,AG,615124,332856,54.11,105959,17.23,226897,36.89,13,0
2021-06-24,AI,14261,6520,45.72,1527,10.71,4993,35.01,0,0
2021-06-24,AR,48435,23866,49.27,5471,11.3,18395,37.98,1,0
2021-06-24,BE,925166,519053,56.1,137028,14.81,382025,41.29,3,0
2021-06-24,BL,259146,150618,58.12,37876,14.62,112742,43.51,2,0
2021-06-24,BS,174132,99712,57.26,30606,17.58,69106,39.69,6,0
2021-06-24,CH,7678659,4235337,55.16,1257393,16.38,2977944,38.78,188,0
2021-06-24,CHFL,7713153,4254270,55.16,1263693,16.38,2990577,38.77,188,0
2021-06-24,FL,34494,18933,54.89,6300,18.26,12633,36.62,0,0
2021-06-24,FR,286302,156259,54.58,55273,19.31,100986,35.27,4,0
2021-06-24,GE,445161,248591,55.84,70198,15.77,178393,40.07,2,0
2021-06-24,GL,36367,17727,48.74,3313,9.11,14414,39.63,1,0
2021-06-24,GR,180259,94553,52.45,27051,15.01,67502,37.45,2,0
2021-06-24,JU,64986,33305,51.25,10288,15.83,23017,35.42,0,0
2021-06-24,LU,367937,190900,51.88,46517,12.64,144383,39.24,20,0.01
2021-06-24,NE,155178,88003,56.71,31230,20.13,56773,36.59,0,0
2021-06-24,NW,39193,19356,49.39,4311,11,15045,38.39,1,0
2021-06-24,OW,33828,15780,46.65,3542,10.47,12238,36.18,69,0.2
2021-06-24,SG,454531,232050,51.05,71394,15.71,160656,35.35,32,0.01
2021-06-24,SH,74316,42152,56.72,12610,16.97,29542,39.75,0,0
2021-06-24,SO,247249,139869,56.57,45653,18.46,94216,38.11,1,0
2021-06-24,SZ,144615,70580,48.81,17778,12.29,52802,36.51,3,0
2021-06-24,TG,250045,129155,51.65,35518,14.2,93637,37.45,5,0
2021-06-24,TI,317007,179582,56.65,46050,14.53,133532,42.12,2,0
2021-06-24,UR,32706,16905,51.69,3367,10.29,13538,41.39,0,0
2021-06-24,VD,717158,394283,54.98,117771,16.42,276512,38.56,3,0
2021-06-24,VS,312362,167860,53.74,41999,13.45,125861,40.29,8,0
2021-06-24,ZG,113860,64566,56.71,22060,19.37,42506,37.33,0,0
2021-06-24,ZH,1369335,801236,58.51,273003,19.94,528233,38.58,10,0
2021-06-25,AG,615124,335305,54.51,104165,16.93,231140,37.58,15,0
2021-06-25,AI,14261,6538,45.85,1401,9.82,5137,36.02,0,0
2021-06-25,AR,48435,24006,49.56,5228,10.79,18778,38.77,1,0
2021-06-25,BE,925166,522140,56.44,133288,14.41,388852,42.03,3,0
2021-06-25,BL,259146,153697,59.31,40025,15.44,113672,43.86,2,0
2021-06-25,BS,174132,100487,57.71,29192,16.76,71295,40.94,6,0
2021-06-25,CH,7678659,4272021,55.63,1239723,16.15,3032298,39.49,190,0
2021-06-25,CHFL,7713153,4291214,55.64,1246265,16.16,3044949,39.48,190,0
2021-06-25,FL,34494,19193,55.64,6542,18.97,12651,36.68,0,0
2021-06-25,FR,286302,157176,54.9,54498,19.04,102678,35.86,4,0
2021-06-25,GE,445161,249818,56.12,68152,15.31,181666,40.81,2,0
2021-06-25,GL,36367,17887,49.18,3339,9.18,14548,40,1,0
2021-06-25,GR,180259,95570,53.02,26378,14.63,69192,38.38,2,0
2021-06-25,JU,64986,33336,51.3,9694,14.92,23642,36.38,0,0
2021-06-25,LU,367937,193466,52.58,47446,12.9,146020,39.69,20,0.01
2021-06-25,NE,155178,88887,57.28,30953,19.95,57934,37.33,0,0
2021-06-25,NW,39193,19609,50.03,4317,11.01,15292,39.02,1,0
2021-06-25,OW,33828,15809,46.73,3143,9.29,12666,37.44,69,0.2
2021-06-25,SG,454531,232845,51.23,68287,15.02,164558,36.2,32,0.01
2021-06-25,SH,74316,42646,57.38,12858,17.3,29788,40.08,0,0
2021-06-25,SO,247249,140397,56.78,44493,18,95904,38.79,1,0
2021-06-25,SZ,144615,71014,49.11,17570,12.15,53444,36.96,3,0
2021-06-25,TG,250045,129629,51.84,34408,13.76,95221,38.08,5,0
2021-06-25,TI,317007,181540,57.27,46431,14.65,135109,42.62,2,0
2021-06-25,UR,32706,16998,51.97,3355,10.26,13643,41.71,0,0
2021-06-25,VD,717158,397810,55.47,115793,16.15,282017,39.32,3,0
2021-06-25,VS,312362,169218,54.17,41258,13.21,127960,40.97,8,0
2021-06-25,ZG,113860,65144,57.21,21730,19.08,43414,38.13,0,0
2021-06-25,ZH,1369335,811049,59.23,272321,19.89,538728,39.34,10,0
2021-06-26,AG,615124,336394,54.69,102855,16.72,233539,37.97,15,0
2021-06-26,AI,14261,6541,45.87,1266,8.88,5275,36.99,0,0
2021-06-26,AR,48435,24092,49.74,4983,10.29,19109,39.45,1,0
2021-06-26,BE,925166,523066,56.54,131931,14.26,391135,42.28,3,0
2021-06-26,BL,259146,153724,59.32,40016,15.44,113708,43.88,2,0
2021-06-26,BS,174132,102480,58.85,31007,17.81,71473,41.05,6,0
2021-06-26,CH,7678659,4296837,55.96,1235991,16.1,3060846,39.86,191,0
2021-06-26,CHFL,7713153,4316030,55.96,1242532,16.11,3073498,39.85,191,0
2021-06-26,FL,34494,19193,55.64,6541,18.96,12652,36.68,0,0
2021-06-26,FR,286302,157884,55.15,53755,18.78,104129,36.37,4,0
2021-06-26,GE,445161,250151,56.19,66406,14.92,183745,41.28,2,0
2021-06-26,GL,36367,17893,49.2,3334,9.17,14559,40.03,1,0
2021-06-26,GR,180259,95678,53.08,25986,14.42,69692,38.66,2,0
2021-06-26,JU,64986,33375,51.36,9328,14.35,24047,37,0,0
2021-06-26,LU,367937,194692,52.91,47415,12.89,147277,40.03,20,0.01
2021-06-26,NE,155178,89530,57.7,31161,20.08,58369,37.61,0,0
2021-06-26,NW,39193,19617,50.05,4314,11.01,15303,39.05,1,0
2021-06-26,OW,33828,15812,46.74,3144,9.29,12668,37.45,69,0.2
2021-06-26,SG,454531,233168,51.3,66028,14.53,167140,36.77,32,0.01
2021-06-26,SH,74316,42797,57.59,12820,17.25,29977,40.34,0,0
2021-06-26,SO,247249,140439,56.8,43885,17.75,96554,39.05,1,0
2021-06-26,SZ,144615,71192,49.23,16806,11.62,54386,37.61,3,0
2021-06-26,TG,250045,129864,51.94,33049,13.22,96815,38.72,5,0
2021-06-26,TI,317007,183462,57.87,46871,14.79,136591,43.09,2,0
2021-06-26,UR,32706,17001,51.98,3300,10.09,13701,41.89,0,0
2021-06-26,VD,717158,399521,55.71,114135,15.91,285386,39.79,3,0
2021-06-26,VS,312362,169747,54.34,40136,12.85,129611,41.49,8,0
2021-06-26,ZG,113860,65852,57.84,21822,19.17,44030,38.67,0,0
2021-06-26,ZH,1369335,822865,60.09,280238,20.47,542627,39.63,11,0
2021-06-27,AG,615124,336654,54.73,101719,16.54,234935,38.19,15,0
2021-06-27,AI,14261,6541,45.87,1266,8.88,5275,36.99,0,0
2021-06-27,AR,48435,24092,49.74,4983,10.29,19109,39.45,1,0
2021-06-27,BE,925166,523202,56.55,130703,14.13,392499,42.42,3,0
2021-06-27,BL,259146,153724,59.32,39990,15.43,113734,43.89,2,0
2021-06-27,BS,174132,102487,58.86,29028,16.67,73459,42.19,6,0
2021-06-27,CH,7678659,4301983,56.03,1227290,15.98,3074693,40.04,191,0
2021-06-27,CHFL,7713153,4321176,56.02,1233831,16,3087345,40.03,191,0
2021-06-27,FL,34494,19193,55.64,6541,18.96,12652,36.68,0,0
2021-06-27,FR,286302,158200,55.26,52799,18.44,105401,36.81,4,0
2021-06-27,GE,445161,250153,56.19,66399,14.92,183754,41.28,2,0
2021-06-27,GL,36367,17893,49.2,3332,9.16,14561,40.04,1,0
2021-06-27,GR,180259,95731,53.11,25779,14.3,69952,38.81,2,0
2021-06-27,JU,64986,33375,51.36,9328,14.35,24047,37,0,0
2021-06-27,LU,367937,195341,53.09,46969,12.77,148372,40.33,20,0.01
2021-06-27,NE,155178,89530,57.7,31159,20.08,58371,37.62,0,0
2021-06-27,NW,39193,19618,50.05,4312,11,15306,39.05,1,0
2021-06-27,OW,33828,15813,46.75,3144,9.29,12669,37.45,69,0.2
2021-06-27,SG,454531,233170,51.3,66018,14.52,167152,36.77,32,0.01
2021-06-27,SH,74316,42825,57.63,12703,17.09,30122,40.53,0,0
2021-06-27,SO,247249,140443,56.8,43876,17.75,96567,39.06,1,0
2021-06-27,SZ,144615,71245,49.27,15998,11.06,55247,38.2,3,0
2021-06-27,TG,250045,129923,51.96,31869,12.75,98054,39.21,5,0
2021-06-27,TI,317007,185543,58.53,47636,15.03,137907,43.5,2,0
2021-06-27,UR,32706,17001,51.98,3243,9.92,13758,42.07,0,0
2021-06-27,VD,717158,400511,55.85,113553,15.83,286958,40.01,3,0
2021-06-27,VS,312362,169755,54.35,40134,12.85,129621,41.5,8,0
2021-06-27,ZG,113860,66298,58.23,21409,18.8,44889,39.42,0,0
2021-06-27,ZH,1369335,822915,60.1,279941,20.44,542974,39.65,11,0
2021-06-28,AG,615124,338882,55.09,98782,16.06,240100,39.03,15,0
2021-06-28,AI,14261,6579,46.13,1274,8.93,5305,37.2,0,0
2021-06-28,AR,48435,24213,49.99,4814,9.94,19399,40.05,1,0
2021-06-28,BE,925166,526560,56.92,128607,13.9,397953,43.01,4,0
2021-06-28,BL,259146,154931,59.79,40166,15.5,114765,44.29,2,0
2021-06-28,BS,174132,103158,59.24,28492,16.36,74666,42.88,6,0
2021-06-28,CH,7678659,4327779,56.36,1202054,15.65,3125725,40.71,194,0
2021-06-28,CHFL,7713153,4347003,56.36,1208367,15.67,3138636,40.69,194,0
2021-06-28,FL,34494,19224,55.73,6313,18.3,12911,37.43,0,0
2021-06-28,FR,286302,158736,55.44,51842,18.11,106894,37.34,4,0
